ticker,quarter,B_sum,S_sum,days_traded,alpha,delta,mu,epsilon_b,epsilon_s,likelihood,PIN
GEPA3,2019Q4,30,19,28,0.8125308954452107,0.910353399633432,6.958041140289057e-08,1.0714285587650223,0.6785713887393057,-54.297758944557934,3.2306419344057566e-08
GEPA4,2021Q1,268,402,58,0.2478475094942392,0.921472238212612,18.1856896595652,4.362675874936923,2.6817637730514665,697.6724685248977,0.3901824880601609
GEPA4,2020Q4,219,202,58,0.8313866202592874,0.7687862156092685,5.370475367333139,3.303422072332732,0.8243666446816627,140.22715214105494,0.5196184824035562
GEPA4,2020Q3,211,147,63,0.9966837748379268,0.998248792773586,0.0,3.3492063793943565,2.3333323569987576,21.59342437174266,0.0
GEPA4,2020Q2,163,113,57,0.3044368929851676,5.0662995898556383e-08,3.604395606645056,1.7623427882410594,1.9824478318320244,-19.57866103499708,0.2266187465218544
GEPA4,2020Q1,371,248,58,0.956335517241379,0.9648494545454545,5.822630012121216,4.130409254267748,2.690544528301888,425.1074284537349,0.4494498605374957
GEPA4,2019Q4,276,328,61,0.9892261742950824,0.9895067810666678,7.269949554531078,3.5540737996843994,0.6637653517241386,377.51517501798406,0.6303209929288334
GFSA3,2020Q4,72796,96400,61,0.3934424525232615,0.6666668400178101,1277.7796795154122,1034.3134046346531,1236.6586329304405,1065842.743543908,0.1812495581216565
GFSA3,2020Q3,198698,233106,65,0.2077311844474203,0.8615906745301416,4431.219743451079,2464.774353979571,3225.594535129767,3099821.37693954,0.1392407245692899
GFSA3,2020Q2,180180,196725,61,0.1639349579581732,0.5000015179606296,4816.766095216869,2536.400623658752,2852.736167660797,2677679.463940375,0.1277982424013055
GFSA3,2020Q1,234678,240994,62,0.3387081674133362,0.3809537616672718,3238.245087244003,3122.4502518477384,3452.8538739788078,3470166.11557377,0.142961718644425
GFSA3,2019Q4,132333,123898,61,0.3114773119558044,9.83975419226849e-11,2891.042709619922,1268.9046959402997,2031.1147069116396,1726866.9158990388,0.2143771677754811
GGBR3,2021Q1,12598,11866,60,0.2000523990528899,1.0,278.3760522565628,209.96667344232608,142.0769125002987,107154.71784197216,0.1365838545723391
GGBR3,2020Q4,10432,9926,61,0.2304833454433467,0.640136555174301,195.34450202977493,155.33513122962506,133.3789078160866,84920.70753505765,0.1349073096442562
GGBR3,2020Q2,13333,12119,61,0.3737576829734594,0.6140765622886433,152.9778085782806,193.62684697656204,166.44242648286755,111371.74350891108,0.1370334151420935
GGBR3,2019Q4,7535,5807,61,0.1967269007080199,0.2499948123934741,175.26490500850255,96.37201410926016,87.86996945837663,50429.89519935107,0.1576404344527227
GGBR4,2021Q1,642119,656716,60,0.3333343085913912,0.5000006674342081,8413.343700040497,9159.332557272844,9683.468842090966,10814111.265755028,0.1295524897139587
GGBR4,2020Q3,862053,920946,65,0.3538443090956298,0.4347826301867324,8759.330817496755,11550.380300258836,12780.919088309742,15250572.174799234,0.1129914651415242
GGBR4,2020Q2,980102,999463,61,0.3114770186167584,0.6315855200364631,11146.31959121061,14887.825293670428,14092.254305203136,17264174.410812866,0.1069836336709801
GGBR4,2020Q1,894642,969892,62,0.3387103983623817,0.9047638923338984,13744.368711458632,14039.294356054395,11378.484342102123,16153420.16232248,0.154801284798064
GGBR4,2019Q4,681814,573083,61,0.3718966897946307,0.2354851305214551,8116.130656564278,8676.215288470794,8835.705699460384,10390177.093682908,0.1470199952186064
GMAT3,2021Q1,155588,180399,60,0.4333342894912815,0.5384594947725305,2522.5858203282296,2111.800938158188,2394.861923962564,2351908.255731969,0.1952079907885169
GNDI3,2021Q1,411094,422938,60,0.2666647310548557,0.8750004483355658,6551.808775980178,6654.788425292885,5498.596331056892,6577822.708750766,0.1256885490064398
GNDI3,2020Q4,383609,362755,61,0.2932011996872505,0.0,5672.280865621289,4873.15159486168,5950.252492569138,5787112.917928502,0.1331931610767342
GNDI3,2020Q3,520372,525529,65,0.0306958480313568,0.998669301927718,273.5196302616929,7755.816885299346,7494.997127713881,8361060.953089487,0.0005502196406374
GNDI3,2020Q2,585934,595759,61,0.3934425743201543,1.0,5629.58485091209,9605.475297663372,7551.621828614411,9687389.113502838,0.1143359790369689
GNDI3,2020Q1,634113,645902,62,0.3064451155260752,0.8947288642060774,9411.387617920873,9869.609581406165,7891.65934944065,10604569.66622834,0.1396960955411048
GNDI3,2019Q4,390157,432556,61,0.1311463998380515,0.5000015130434552,9320.10869988278,5786.177885591715,6478.610776527388,6467817.170545165,0.0906273288725525
GOAU3,2020Q4,6481,5436,61,0.3349326490862317,0.2450638605666667,108.60758648044563,78.73472883004948,80.24971044723263,43481.99343517265,0.1862003616641882
GOAU3,2020Q3,10922,8810,65,0.1692307952323341,0.0909094822495899,358.8040503407967,111.0909376732632,131.75761104810925,82114.67249362917,0.2000225519326369
GOAU3,2020Q2,9834,9562,61,0.3963654649035249,0.6276874333653275,140.78023526895095,139.77270123368976,122.3940705055996,79910.28605068047,0.1754911332185686
GOAU3,2020Q1,9904,10120,62,0.3541875916716392,0.0,181.64657911589063,95.40495402822248,163.22580852859238,83128.32546711243,0.1992055522084907
